paperID,imageID,size
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_00.jpg,1426368
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_01.jpg,1245024
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_02.jpg,1155150
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_03.jpg,1127250
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_04.jpg,266079
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_05.jpg,357300
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_06.jpg,1332840
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_07.jpg,1605258
10.1109@TVCG.2006.142,10.1109@TVCG.2006.142_09_08.jpg,945972
2006InfoVis,10.1109@TVCG.2006.147,
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_00.jpg,1809792
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_01.jpg,2184159
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_02.jpg,2108160
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_03.jpg,689850
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_04.jpg,1052256
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_05.jpg,1068795
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_06.jpg,3839400
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_07.jpg,1766856
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_08.jpg,1754475
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_09.jpg,708210
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_10.jpg,948600
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_11.jpg,981648
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_12.jpg,691752
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_13.jpg,658896
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_14.jpg,905256
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_15.jpg,753081
10.1109@TVCG.2006.147,10.1109@TVCG.2006.147_17_16.jpg,921600
2006InfoVis,10.1109@TVCG.2006.156,
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_00.jpg,4610160
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_01.jpg,1805304
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_02.jpg,539214
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_03.jpg,1166457
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_04.jpg,444150
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_05.jpg,2259900
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_06.jpg,4272348
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_07.jpg,2576208
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_08.jpg,1752771
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_09.jpg,588159
10.1109@TVCG.2006.156,10.1109@TVCG.2006.156_11_10.jpg,4072761
2006InfoVis,10.1109@TVCG.2006.160,
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_00.jpg,2984112
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_01.jpg,1342674
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_02.jpg,752094
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_03.jpg,971292
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_04.jpg,506340
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_05.jpg,1245420
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_06.jpg,1172736
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_07.jpg,1243584
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_08.jpg,801792
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_09.jpg,1049664
10.1109@TVCG.2006.160,10.1109@TVCG.2006.160_11_10.jpg,757512
2006InfoVis,10.1109@TVCG.2006.161,
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_00.jpg,1210482
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_01.jpg,1074846
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_02.jpg,1303362
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_03.jpg,1373376
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_04.jpg,924744
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_05.jpg,1555200
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_06.jpg,1111914
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_07.jpg,1383465
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_08.jpg,1302012
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_09.jpg,1294416
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_10.jpg,822981
10.1109@TVCG.2006.161,10.1109@TVCG.2006.161_12_11.jpg,1426248
2006InfoVis,10.1109@TVCG.2006.163,
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_00.jpg,1357356
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_01.jpg,375678
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_02.jpg,1392264
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_03.jpg,2781540
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_04.jpg,2067645
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_05.jpg,484440
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_06.jpg,746718
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_07.jpg,1914948
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_08.jpg,1459944
10.1109@TVCG.2006.163,10.1109@TVCG.2006.163_10_09.jpg,4131837
2006InfoVis,10.1109@TVCG.2006.166,
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_00.jpg,1566981
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_01.jpg,1509651
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_02.jpg,3150345
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_03.jpg,3096036
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_04.jpg,1517856
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_05.jpg,1577448
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_06.jpg,2250744
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_07.jpg,5688804
10.1109@TVCG.2006.166,10.1109@TVCG.2006.166_09_08.jpg,1504440
2006InfoVis,10.1109@TVCG.2006.177,
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_00.jpg,1932096
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_01.jpg,960750
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_02.jpg,3312720
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_03.jpg,3428124
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_04.jpg,1045401
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_05.jpg,1516380
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_06.jpg,1081416
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_07.jpg,469227
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_08.jpg,1111410
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_09.jpg,841020
10.1109@TVCG.2006.177,10.1109@TVCG.2006.177_11_10.jpg,584136
2006InfoVis,10.1109@TVCG.2006.178,
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_00.jpg,461589
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_01.jpg,298860
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_02.jpg,648036
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_03.jpg,448806
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_04.jpg,641280
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_05.jpg,4360746
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_06.jpg,438804
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_07.jpg,308880
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_08.jpg,288912
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_09.jpg,653913
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_10.jpg,737178
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_11.jpg,720120
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_12.jpg,340032
10.1109@TVCG.2006.178,10.1109@TVCG.2006.178_14_13.jpg,502200
2006InfoVis,10.1109@TVCG.2006.179,
10.1109@TVCG.2006.179,10.1109@TVCG.2006.179_08_00.jpg,2137761
10.1109@TVCG.2006.179,10.1109@TVCG.2006.179_08_01.jpg,2163072
10.1109@TVCG.2006.179,10.1109@TVCG.2006.179_08_02.jpg,2278272
10.1109@TVCG.2006.179,10.1109@TVCG.2006.179_08_03.jpg,2241363
10.1109@TVCG.2006.179,10.1109@TVCG.2006.179_08_04.jpg,1040076
10.1109@TVCG.2006.179,10.1109@TVCG.2006.179_08_05.jpg,1073610
10.1109@TVCG.2006.179,10.1109@TVCG.2006.179_08_06.jpg,2174484
10.1109@TVCG.2006.179,10.1109@TVCG.2006.179_08_07.jpg,2351520
2006InfoVis,10.1109@TVCG.2006.184,
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_00.jpg,595815
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_01.jpg,513486
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_02.jpg,1450104
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_03.jpg,2859360
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_04.jpg,4273722
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_05.jpg,1470528
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_06.jpg,642816
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_07.jpg,635904
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_08.jpg,513486
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_09.jpg,513486
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_10.jpg,819513
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_11.jpg,1220334
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_12.jpg,3335400
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_13.jpg,1210122
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_14.jpg,3345600
10.1109@TVCG.2006.184,10.1109@TVCG.2006.184_16_15.jpg,6783000
2006InfoVis,10.1109@TVCG.2006.185,
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_00.jpg,1764360
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_01.jpg,1392588
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_02.jpg,1450818
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_03.jpg,1350792
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_04.jpg,1405152
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_05.jpg,1391190
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_06.jpg,1636992
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_07.jpg,2602050
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_08.jpg,4358964
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_09.jpg,713379
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_10.jpg,4956546
10.1109@TVCG.2006.185,10.1109@TVCG.2006.185_12_11.jpg,1410255
2006InfoVis,10.1109@TVCG.2006.187,
10.1109@TVCG.2006.187,10.1109@TVCG.2006.187_06_00.jpg,1767285
10.1109@TVCG.2006.187,10.1109@TVCG.2006.187_06_01.jpg,3231900
10.1109@TVCG.2006.187,10.1109@TVCG.2006.187_06_02.jpg,2898000
10.1109@TVCG.2006.187,10.1109@TVCG.2006.187_06_03.jpg,981288
10.1109@TVCG.2006.187,10.1109@TVCG.2006.187_06_04.jpg,2070000
10.1109@TVCG.2006.187,10.1109@TVCG.2006.187_06_05.jpg,869211
2006InfoVis,10.1109@TVCG.2006.192,
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_00.jpg,7068600
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_01.jpg,1161216
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_02.jpg,2633040
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_03.jpg,7349568
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_04.jpg,2598540
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_05.jpg,1589508
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_06.jpg,988320
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_07.jpg,997920
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_08.jpg,707301
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_09.jpg,756480
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_10.jpg,884208
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_11.jpg,1792575
10.1109@TVCG.2006.192,10.1109@TVCG.2006.192_13_12.jpg,488832
2006InfoVis,10.1109@TVCG.2006.193,
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_00.jpg,1304640
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_01.jpg,859032
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_02.jpg,657090
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_03.jpg,1185096
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_04.jpg,2085525
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_05.jpg,2487168
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_06.jpg,1021128
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_07.jpg,2192937
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_08.jpg,473364
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_09.jpg,1325532
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_10.jpg,613800
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_11.jpg,1105920
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_12.jpg,509184
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_13.jpg,1650072
10.1109@TVCG.2006.193,10.1109@TVCG.2006.193_15_14.jpg,2414448
2006InfoVis,10.1109@TVCG.2006.196,
10.1109@TVCG.2006.196,10.1109@TVCG.2006.196_05_00.jpg,285840
10.1109@TVCG.2006.196,10.1109@TVCG.2006.196_05_01.jpg,1387932
10.1109@TVCG.2006.196,10.1109@TVCG.2006.196_05_02.jpg,675738
10.1109@TVCG.2006.196,10.1109@TVCG.2006.196_05_03.jpg,867216
10.1109@TVCG.2006.196,10.1109@TVCG.2006.196_05_04.jpg,6566784
2006InfoVis,10.1109@TVCG.2006.198,
10.1109@TVCG.2006.198,10.1109@TVCG.2006.198_08_00.jpg,1529088
10.1109@TVCG.2006.198,10.1109@TVCG.2006.198_08_01.jpg,3658872
10.1109@TVCG.2006.198,10.1109@TVCG.2006.198_08_02.jpg,2541060
10.1109@TVCG.2006.198,10.1109@TVCG.2006.198_08_03.jpg,2346300
10.1109@TVCG.2006.198,10.1109@TVCG.2006.198_08_04.jpg,3513660
10.1109@TVCG.2006.198,10.1109@TVCG.2006.198_08_05.jpg,3823980
10.1109@TVCG.2006.198,10.1109@TVCG.2006.198_08_06.jpg,3655710
10.1109@TVCG.2006.198,10.1109@TVCG.2006.198_08_07.jpg,4011831
2006InfoVis,10.1109@TVCG.2006.200,
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_00.jpg,1797096
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_01.jpg,2723265
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_02.jpg,3300840
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_03.jpg,4154220
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_04.jpg,9934659
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_05.jpg,1407600
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_06.jpg,3440931
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_07.jpg,3577392
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_08.jpg,2659128
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_09.jpg,1488666
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_10.jpg,2974791
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_11.jpg,1445805
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_12.jpg,2766042
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_13.jpg,1262694
10.1109@TVCG.2006.200,10.1109@TVCG.2006.200_15_14.jpg,2751840
2006InfoVis,10.1109@TVCG.2006.202,
10.1109@TVCG.2006.202,10.1109@TVCG.2006.202_07_00.jpg,941256
10.1109@TVCG.2006.202,10.1109@TVCG.2006.202_07_01.jpg,2373792
10.1109@TVCG.2006.202,10.1109@TVCG.2006.202_07_02.jpg,902664
10.1109@TVCG.2006.202,10.1109@TVCG.2006.202_07_03.jpg,930000
10.1109@TVCG.2006.202,10.1109@TVCG.2006.202_07_04.jpg,859572
10.1109@TVCG.2006.202,10.1109@TVCG.2006.202_07_05.jpg,895116
10.1109@TVCG.2006.202,10.1109@TVCG.2006.202_07_06.jpg,2542656
